-1.053920825896108545e+04,1.344277441688696272e+05
-6.759556281467846929e+03,1.351957486521163082e+05
-5.124853678469726219e+03,1.350815523942201980e+05
-3.906623784354479994e+03,1.352148630858302931e+05
-6.621051256548969377e+02,1.355399991038733569e+05
2.504272049278163195e+02,1.356121617823364504e+05
3.593296498588558734e+03,1.361005841606149334e+05
5.252425750155775859e+03,1.360046940049151308e+05
6.711937568448330239e+03,1.357230014629614307e+05
9.284898094636344467e+03,1.364998090971992060e+05
1.115536363981752220e+04,1.356954633969065035e+05
1.446608776340378790e+04,1.357905384739626897e+05
1.618606081065993931e+04,1.355899959203434992e+05
1.765342458978396462e+04,1.352033179287880776e+05
2.024292211576384580e+04,1.357136443479670270e+05
2.209705911222159557e+04,1.347545920960925287e+05
2.542491536638080652e+04,1.345056446151216805e+05
2.711266260043340299e+04,1.341654215497932164e+05
2.854463218341843822e+04,1.336588775852893596e+05
3.116748131000839203e+04,1.339088423000930052e+05
3.295461059535873210e+04,1.327887787088482874e+05
3.626990726805856684e+04,1.321964227579553553e+05
3.791285084565219586e+04,1.317043667256523331e+05
3.930140252551327285e+04,1.310875923619187961e+05
4.194071187458849454e+04,1.310966650053930935e+05
4.364300874157169892e+04,1.298032024805240653e+05
4.692205089624997345e+04,1.288950527800411801e+05
4.850887834447294881e+04,1.282578667392202915e+05
4.984103585989605926e+04,1.275187100925095001e+05
5.247766158303141856e+04,1.272852066135893401e+05
5.408430625484443590e+04,1.258427381686556328e+05
5.729442060230172501e+04,1.246089521776761394e+05
5.881649249691509613e+04,1.238385946552948299e+05
6.008903799216977495e+04,1.230009958691198844e+05
6.269903490978226182e+04,1.225176896478108974e+05
6.419917314382419863e+04,1.209390847531970649e+05
6.731681503699980385e+04,1.194036547922239843e+05
6.875732253173274512e+04,1.184919481050377362e+05
6.995853145433928876e+04,1.175515413066656183e+05
7.253358481988053245e+04,1.168496443387042964e+05
7.390712341796235705e+04,1.151300281029718462e+05
7.690654966641867941e+04,1.133087322389358742e+05
7.826377380615836591e+04,1.122810668018081196e+05
7.938428997231679386e+04,1.112431072376552765e+05
8.189541418242173677e+04,1.103107199884665897e+05
8.313823238578801102e+04,1.084771351668315765e+05
8.599119389426430280e+04,1.063844873335738812e+05
8.725080234157020459e+04,1.052405029058617947e+05
8.828871961165050743e+04,1.041207804052460415e+05
9.072600481325552391e+04,1.029825584169179783e+05
9.182039911825112358e+04,1.010382443220063433e+05
9.451141042060746986e+04,9.870646619002135412e+04
9.566001166799922066e+04,9.745186674643967126e+04
9.660141799896424345e+04,9.624944875536057225e+04
9.894882508292896091e+04,9.491803035497191013e+04
9.988813615687156562e+04,9.288327246714875218e+04
1.023857269406576524e+05,9.032583991693604912e+04
1.034275732941448805e+05,8.898435520027323219e+04
1.042696785313008295e+05,8.771281751574511873e+04
1.064904144274930732e+05,8.629352077177917818e+04
1.072799958892215072e+05,8.408705201932486671e+04
1.095633937084111967e+05,8.134398228739328624e+04
1.102427482942669158e+05,8.040171662291460962e+04
1.110512610632034048e+05,7.910677041803408065e+04
