-1.053920825896135466e+04,-1.344277441688695399e+05,-8.089198704566499146e+03
-6.759556281467958797e+03,-1.351957486521160172e+05,-1.199336030782371199e+04
-5.124853678469999977e+03,-1.350815523942198488e+05,-1.362896897837285906e+04
-3.906623784354663712e+03,-1.352148630858302349e+05,-1.487567594954504784e+04
-6.621051256551069173e+02,-1.355399991038732987e+05,-1.820535303932819079e+04
2.504272049276533494e+02,-1.356121617823362176e+05,-1.909187687916217692e+04
3.593296498588280883e+03,-1.361005841606147587e+05,-2.253716173528209765e+04
5.252425750155612150e+03,-1.360046940049148106e+05,-2.369990688331705314e+04
6.711937568448209277e+03,-1.357230014629611105e+05,-2.498947136239284009e+04
9.284898094636184396e+03,-1.364998090971991769e+05,-2.743340448599115916e+04
1.115536363981737850e+04,-1.356954633969064162e+05,-2.891984792991930226e+04
1.446608776340370059e+04,-1.357905384739626315e+05,-3.178496030072747089e+04
1.618606081065965554e+04,-1.355899959203431499e+05,-3.277181920020574034e+04
1.765342458978375726e+04,-1.352033179287881358e+05,-3.386729330209030013e+04
2.024292211576360569e+04,-1.357136443479669979e+05,-3.589945346965453064e+04
2.209705911222129726e+04,-1.347545920960921794e+05,-3.702924223520704982e+04
2.542491536638068646e+04,-1.345056446151213895e+05,-3.919515337656402698e+04
2.711266260043327929e+04,-1.341654215497930418e+05,-3.988855687762052548e+04
2.854463218341834363e+04,-1.336588775852891267e+05,-4.069912710792267899e+04
3.116748131000830108e+04,-1.339088423000928306e+05,-4.220035213091458718e+04
3.295461059535868844e+04,-1.327887787088480836e+05,-4.289278471826796886e+04
3.626990726805850863e+04,-1.321964227579551807e+05,-4.420010996235616767e+04
3.791285084565216675e+04,-1.317043667256522458e+05,-4.451560384123681433e+04
3.930140252551323647e+04,-1.310875923619187379e+05,-4.502012385375223676e+04
4.194071187458847271e+04,-1.310966650053930352e+05,-4.594855570568334224e+04
4.364300874157160433e+04,-1.298032024805238325e+05,-4.610466198663745308e+04
4.692205089625000255e+04,-1.288950527800412528e+05,-4.651772798259915726e+04
4.850887834447294154e+04,-1.282578667392202478e+05,-4.642969105202082574e+04
4.984103585989587009e+04,-1.275187100925092818e+05,-4.656125304161744862e+04
5.247766158303143311e+04,-1.272852066135892528e+05,-4.685796193624041916e+04
5.408430625484422490e+04,-1.258427381686555455e+05,-4.650423602482542628e+04
5.729442060230170318e+04,-1.246089521776761394e+05,-4.593046799648531305e+04
5.881649249691508157e+04,-1.238385946552946116e+05,-4.545352942273578083e+04
6.008903799216983316e+04,-1.230009958691200154e+05,-4.526733323662457406e+04
