1 , 232002507.733
2 , 218272155.017
3 , 206657459.439
4 , 196464115.995
5 , 187249124.855
6 , 177673427.795
7 , 177444089.336
8 , 177232906.202
9 , 177070547.513
10 , 176921558.277
11 , 176787044.526
