9.413874540545670607e+04,-8.037174035585347156e+04
9.650944714642432518e+04,-7.805781007582238817e+04
9.698887388240626024e+04,-7.732976746897543489e+04
9.846098195372751798e+04,-7.472572323398920707e+04
9.904367770309775369e+04,-7.303787138421909185e+04
9.984084336708832416e+04,-7.191686912704975111e+04
1.003491586707820243e+05,-7.029765213731364929e+04
1.021434286577720777e+05,-6.807852709168769070e+04
1.033278962133329187e+05,-6.622288341689005028e+04
1.039550970534812659e+05,-6.426720282258152292e+04
1.042548082610940328e+05,-6.279202775387493602e+04
1.049480438500908785e+05,-6.071489885481282545e+04
1.064849870915697975e+05,-5.837692647557937016e+04
1.074412265502484515e+05,-5.644000067293572647e+04
1.078251173586584628e+05,-5.442536395880020427e+04
1.080159397574538743e+05,-5.291239291149767087e+04
1.085338632031079906e+05,-5.077805678860728949e+04
1.097811205366169743e+05,-4.832025166255966178e+04
1.105448585071058187e+05,-4.631027418285064778e+04
1.106882039754952857e+05,-4.427035496254595637e+04
1.107233457883358351e+05,-4.275409202082545380e+04
1.108384726194230607e+05,-4.168901758985253400e+04
1.108764703898517182e+05,-4.137428632596596435e+04
1.113326463007505663e+05,-3.988947008884199749e+04
1.116290497037371824e+05,-3.917051969572073722e+04
1.117467503933723347e+05,-3.873733348704988020e+04
1.118917427722729772e+05,-3.814092295236227073e+04
1.117644397288971813e+05,-3.747043875154489069e+04
1.117846350970981293e+05,-3.670594619826618873e+04
1.118245093442787183e+05,-3.566300363734721032e+04
1.121085764972283941e+05,-3.431235616477063741e+04
1.124050329730553349e+05,-3.347826399998091074e+04
1.123025366782244528e+05,-3.273898456911992980e+04
1.123448185854850308e+05,-3.191705253149042983e+04
1.123639264079156419e+05,-3.085211581129860133e+04
1.125637794855538959e+05,-2.949109717602096134e+04
1.128131579151179467e+05,-2.864729208499190281e+04
1.126666593250712758e+05,-2.790945838626380646e+04
1.126747150679913320e+05,-2.709052686719634585e+04
1.126572607087195211e+05,-2.602386309155407071e+04
1.127782352748337435e+05,-2.465714768445603477e+04
1.129800045500230335e+05,-2.380553237410198926e+04
1.127934247258258692e+05,-2.307097577745144008e+04
1.127598811426562606e+05,-2.225620782697216782e+04
1.127009968206423655e+05,-2.118900176506797288e+04
1.127549238124185649e+05,-1.981966604166270190e+04
1.129092828896227002e+05,-1.896220078441919031e+04
1.126768911073894851e+05,-1.823263284386700252e+04
1.126015211715905461e+05,-1.742375352204311639e+04
1.124936756479634496e+05,-1.635808324114925927e+04
1.124654730705547263e+05,-1.498971737737963122e+04
1.125817135729261499e+05,-1.412752172267969763e+04
