-9.413874540545529453e+04,8.037174035585463571e+04,1.947756304798725250e+04
-9.650944714642294275e+04,7.805781007582359598e+04,1.608262315572201260e+04
-9.698887388240483415e+04,7.732976746897662815e+04,1.521464553208519646e+04
-9.846098195372612099e+04,7.472572323399042943e+04,1.211544761749927784e+04
-9.904367770309642947e+04,7.303787138422035787e+04,1.037367176197796653e+04
-9.984084336708692717e+04,7.191686912705097347e+04,9.338526817781586942e+03
-1.003491586707807437e+05,7.029765213731492986e+04,7.602799310404834614e+03
-1.021434286577708408e+05,6.807852709168897127e+04,4.405813585436461835e+03
-1.033278962133316672e+05,6.622288341689131630e+04,2.107003982182106029e+03
-1.039550970534800872e+05,6.426720282258289808e+04,-6.483580947952685847e+01
-1.042548082610928686e+05,6.279202775387628935e+04,-1.489945345754146729e+03
-1.049480438500897726e+05,6.071489885481418605e+04,-3.339121227666785217e+03
-1.064849870915686479e+05,5.837692647558075987e+04,-6.470378417803572120e+03
-1.074412265502473892e+05,5.644000067293707980e+04,-8.657956717231159928e+03
-1.078251173586574150e+05,5.442536395880160126e+04,-1.060214001340994946e+04
-1.080159397574529139e+05,5.291239291149913333e+04,-1.192374208388757688e+04
-1.085338632031070156e+05,5.077805678860871558e+04,-1.359225968386125169e+04
-1.097811205366159993e+05,4.832025166256111697e+04,-1.638040698901429096e+04
-1.105448585071049019e+05,4.631027418285211024e+04,-1.832183882317984535e+04
-1.106882039754944126e+05,4.427035496254742611e+04,-1.989497110754410096e+04
-1.107233457883348747e+05,4.275409202082697448e+04,-2.096165997521306781e+04
-1.108384726194222167e+05,4.168901758985396009e+04,-2.154484802035894973e+04
-1.108764703898508742e+05,4.137428632596747048e+04,-2.173604489686546003e+04
-1.113326463007497368e+05,3.988947008884349634e+04,-2.311678183966630240e+04
-1.116290497037363675e+05,3.917051969572225062e+04,-2.370231641355701504e+04
-1.117467503933715489e+05,3.873733348705138633e+04,-2.403299489733215160e+04
-1.118917427722722059e+05,3.814092295236371865e+04,-2.440374827970000842e+04
-1.117644397288963664e+05,3.747043875154633861e+04,-2.479110338706988114e+04
-1.117846350970972562e+05,3.670594619826762937e+04,-2.525751544048335563e+04
-1.118245093442779762e+05,3.566300363734870189e+04,-2.571428792349766809e+04
-1.121085764972276520e+05,3.431235616477208532e+04,-2.671543457348322045e+04
-1.124050329730545782e+05,3.347826399998238776e+04,-2.722625281664524300e+04
-1.123025366782236815e+05,3.273898456912143592e+04,-2.757851414729937460e+04
-1.123448185854843614e+05,3.191705253149195050e+04,-2.802423439359082840e+04
-1.123639264079149871e+05,3.085211581130014019e+04,-2.840531906044618154e+04
-1.125637794855532702e+05,2.949109717602249293e+04,-2.918556310059358657e+04
-1.128131579151172919e+05,2.864729208499340530e+04,-2.958879063491895067e+04
-1.126666593250706355e+05,2.790945838626530531e+04,-2.982417573905826066e+04
-1.126747150679907063e+05,2.709052686719789199e+04,-3.018660708181266818e+04
-1.126572607087189099e+05,2.602386309155556228e+04,-3.047179035600163843e+04
-1.127782352748331905e+05,2.465714768445759546e+04,-3.102759219629601284e+04
-1.129800045500225533e+05,2.380553237410352813e+04,-3.131495547960915428e+04
-1.127934247258253745e+05,2.307097577745293893e+04,-3.143827967832712238e+04
-1.127598811426557222e+05,2.225620782697371033e+04,-3.169302010587666882e+04
-1.127009968206419144e+05,2.118900176506950447e+04,-3.186509607829841116e+04
